Date,CustomerID,Region,Product,Quantity,Revenue,Cost,Profit,Feedback
2023-04-24,2323,South,Product A,3,416.7,204.99,211.71,"Terrible experience, product was damaged."
2023-04-24,1975,West,Product B,14,1187.81,645.67,542.14,Loved it! Exceeded my expectations.
2023-04-24,2141,West,Product D,8,1249.16,786.62,462.54,"Great value for money, will buy again."
2023-04-25,1925,West,Product A,11,1362.37,630.66,731.71,"Average experience, nothing special."
2023-04-25,1736,South,Product B,8,795.35,529.37,265.98,"Excellent service, very satisfied with the product quality."
2023-04-26,2187,North,Product D,9,1322.12,653.5,668.62,"Fantastic product, highly recommend to others."
2023-04-26,2102,North,Product D,14,2667.65,1478.77,1188.88,"Average experience, nothing special."
2023-04-26,1983,South,Product B,4,385.1,254.6,130.5,Good quality but shipping took too long.
2023-04-26,1874,West,Product E,8,610.25,360.65,249.6,"Customer support resolved my issue quickly, thank you."
2023-04-27,1854,South,Product C,4,873.43,450.43,423.0,"Customer support resolved my issue quickly, thank you."
2023-04-27,2494,West,Product E,12,796.78,461.38,335.4,"Customer support resolved my issue quickly, thank you."
2023-04-27,2475,South,Product B,5,422.78,241.78,181.0,"Fantastic product, highly recommend to others."
2023-04-28,1424,East,Product C,4,872.56,600.51,272.05,Good quality but shipping took too long.
2023-04-28,1898,East,Product E,8,560.46,265.75,294.71,"Not worth the price, quite disappointed."
2023-04-28,1411,North,Product E,11,774.91,433.04,341.87,"Terrible experience, product was damaged."
2023-04-29,1071,South,Product E,4,300.63,163.66,136.97,The delivery was late and support was not helpful.
2023-04-29,1852,Central,Product C,4,793.52,543.82,249.7,"Great value for money, will buy again."
2023-04-29,2187,South,Product D,7,1200.01,654.92,545.09,Good quality but shipping took too long.
2023-04-30,2082,Central,Product C,3,747.27,411.31,335.96,"Fantastic product, highly recommend to others."
2023-05-02,2296,Central,Product D,13,2091.69,998.19,1093.5,The delivery was late and support was not helpful.
2023-05-02,1153,West,Product D,8,1224.14,788.3,435.84,"Terrible experience, product was damaged."
2023-05-02,1090,West,Product B,14,1295.99,694.97,601.02,"Customer support resolved my issue quickly, thank you."
2023-05-02,1716,East,Product C,5,1201.85,547.34,654.51,"Customer support resolved my issue quickly, thank you."
2023-05-02,2227,East,Product C,5,1002.74,525.85,476.89,"Average experience, nothing special."
2023-05-03,1072,North,Product D,12,2087.49,1039.56,1047.93,"Average experience, nothing special."
2023-05-04,1373,West,Product C,12,2831.58,1851.28,980.3,"Not worth the price, quite disappointed."
2023-05-04,2135,South,Product D,13,1948.76,1018.95,929.81,"Not worth the price, quite disappointed."
2023-05-04,2030,North,Product E,1,61.97,42.59,19.38,"Fantastic product, highly recommend to others."
2023-05-04,1672,West,Product A,14,1691.66,860.28,831.38,"Customer support resolved my issue quickly, thank you."
2023-05-04,1362,West,Product D,4,726.07,404.3,321.77,"Excellent service, very satisfied with the product quality."
2023-05-05,1073,East,Product E,7,390.72,246.71,144.01,"Great value for money, will buy again."
2023-05-05,1172,North,Product D,4,720.31,330.07,390.24,"Fantastic product, highly recommend to others."
2023-05-05,2167,South,Product B,12,1043.13,655.91,387.22,"Excellent service, very satisfied with the product quality."
2023-05-06,1857,Central,Product E,10,626.55,423.38,203.17,The delivery was late and support was not helpful.
2023-05-06,1618,West,Product E,3,183.47,118.54,64.93,"Average experience, nothing special."
2023-05-06,1545,East,Product C,1,205.62,102.13,103.49,"Excellent service, very satisfied with the product quality."
2023-05-06,2390,East,Product A,12,1775.19,850.43,924.76,"Fantastic product, highly recommend to others."
2023-05-06,1170,South,Product D,2,338.84,193.98,144.86,"Terrible experience, product was damaged."
2023-05-07,2378,Central,Product E,12,860.84,579.09,281.75,Good quality but shipping took too long.
2023-05-07,2160,East,Product E,1,64.42,31.97,32.45,"Average experience, nothing special."
2023-05-08,1905,East,Product C,12,2522.72,1362.24,1160.48,Good quality but shipping took too long.
2023-05-08,2291,South,Product B,13,1012.69,519.88,492.81,"Not worth the price, quite disappointed."
2023-05-08,2426,South,Product D,13,2384.71,1628.29,756.42,Good quality but shipping took too long.
2023-05-08,1409,West,Product C,11,2114.1,1150.05,964.05,"Not worth the price, quite disappointed."
2023-05-09,1365,East,Product B,2,193.61,99.37,94.24,"Not worth the price, quite disappointed."
2023-05-09,2298,North,Product B,12,1036.44,698.22,338.22,"Terrible experience, product was damaged."
2023-05-09,1728,West,Product E,14,974.35,501.54,472.81,"Not worth the price, quite disappointed."
2023-05-09,1582,North,Product D,2,320.75,212.54,108.21,"Terrible experience, product was damaged."
2023-05-10,2130,North,Product E,11,707.47,422.25,285.22,"Not worth the price, quite disappointed."
2023-05-10,1636,Central,Product D,10,1665.7,780.38,885.32,Loved it! Exceeded my expectations.
2023-05-10,1709,East,Product A,1,127.72,72.83,54.89,"Average experience, nothing special."
2023-05-10,1858,West,Product D,11,1886.94,1002.8,884.14,"Excellent service, very satisfied with the product quality."
2023-05-11,2342,East,Product E,14,808.84,418.52,390.32,"Fantastic product, highly recommend to others."
2023-05-11,1876,North,Product E,11,804.08,519.7,284.38,The delivery was late and support was not helpful.
2023-05-11,1824,Central,Product A,12,1410.92,862.59,548.33,"Fantastic product, highly recommend to others."
2023-05-11,1104,Central,Product A,12,1692.35,820.81,871.54,"Average experience, nothing special."
2023-05-12,1145,North,Product E,9,652.74,352.48,300.26,Loved it! Exceeded my expectations.
2023-05-12,2098,North,Product C,11,2688.96,1270.29,1418.67,Good quality but shipping took too long.
2023-05-12,1998,North,Product D,1,166.63,98.92,67.71,"Average experience, nothing special."
2023-05-13,2292,North,Product B,8,621.92,316.72,305.2,"Great value for money, will buy again."
2023-05-13,2291,East,Product B,5,387.75,264.42,123.33,"Excellent service, very satisfied with the product quality."
2023-05-13,1018,West,Product D,8,1248.85,660.74,588.11,"Great value for money, will buy again."
2023-05-14,1963,North,Product C,12,2698.63,1656.86,1041.77,The delivery was late and support was not helpful.
2023-05-14,1193,East,Product C,11,2473.33,1435.69,1037.64,"Not worth the price, quite disappointed."
2023-05-15,1843,Central,Product E,7,487.1,222.54,264.56,Loved it! Exceeded my expectations.
2023-05-16,1609,West,Product D,1,174.33,88.22,86.11,"Customer support resolved my issue quickly, thank you."
2023-05-17,2061,North,Product C,8,1556.16,1062.18,493.98,"Customer support resolved my issue quickly, thank you."
2023-05-17,2463,South,Product A,14,1806.67,842.09,964.58,"Great value for money, will buy again."
2023-05-17,1948,South,Product B,11,848.55,413.1,435.45,"Not worth the price, quite disappointed."
2023-05-17,2238,South,Product A,6,776.67,451.59,325.08,"Excellent service, very satisfied with the product quality."
2023-05-18,2474,South,Product C,10,2014.97,1274.02,740.95,The delivery was late and support was not helpful.
2023-05-18,1643,North,Product E,1,58.11,35.03,23.08,"Fantastic product, highly recommend to others."
2023-05-18,1475,North,Product B,5,380.11,246.22,133.89,"Not worth the price, quite disappointed."
2023-05-19,2245,South,Product B,13,1023.56,537.98,485.58,"Great value for money, will buy again."
2023-05-19,2350,Central,Product B,13,1177.73,548.06,629.67,Loved it! Exceeded my expectations.
2023-05-19,1394,West,Product D,11,2016.09,1316.01,700.08,"Great value for money, will buy again."
2023-05-20,1954,South,Product E,2,147.73,78.83,68.9,"Great value for money, will buy again."
2023-05-21,1843,South,Product C,1,219.72,115.19,104.53,"Fantastic product, highly recommend to others."
2023-05-21,1228,Central,Product D,12,1855.32,1125.87,729.45,"Excellent service, very satisfied with the product quality."
2023-05-21,1309,Central,Product B,10,955.17,509.49,445.68,"Not worth the price, quite disappointed."
2023-05-21,1923,East,Product D,11,1545.22,704.92,840.3,Loved it! Exceeded my expectations.
2023-05-21,2438,South,Product C,8,1622.4,871.74,750.66,"Terrible experience, product was damaged."
2023-05-22,1606,South,Product C,5,1121.03,651.28,469.75,Loved it! Exceeded my expectations.
2023-05-22,1126,South,Product A,1,139.58,68.43,71.15,"Great value for money, will buy again."
2023-05-22,1929,Central,Product A,11,1395.71,839.07,556.64,"Excellent service, very satisfied with the product quality."
2023-05-23,1725,Central,Product E,6,346.26,199.19,147.07,"Great value for money, will buy again."
2023-05-23,1529,East,Product E,4,291.55,180.03,111.52,"Fantastic product, highly recommend to others."
2023-05-23,1375,South,Product D,13,2251.41,1202.17,1049.24,"Great value for money, will buy again."
2023-05-23,1391,Central,Product D,8,1212.83,789.11,423.72,"Average experience, nothing special."
2023-05-23,1440,North,Product C,1,190.7,89.18,101.52,"Terrible experience, product was damaged."
2023-05-24,1294,Central,Product D,7,1031.44,653.92,377.52,The delivery was late and support was not helpful.
2023-05-24,2099,North,Product B,7,690.78,458.99,231.79,"Not worth the price, quite disappointed."
2023-05-24,2293,Central,Product A,12,1769.61,1070.47,699.14,"Excellent service, very satisfied with the product quality."
2023-05-25,2258,South,Product A,7,837.62,482.94,354.68,"Not worth the price, quite disappointed."
2023-05-25,1533,West,Product A,9,1126.38,646.39,479.99,"Excellent service, very satisfied with the product quality."
2023-05-26,1348,North,Product D,14,2552.21,1728.83,823.38,"Customer support resolved my issue quickly, thank you."
2023-05-26,2395,South,Product B,9,848.87,498.9,349.97,"Excellent service, very satisfied with the product quality."
2023-05-26,1303,East,Product A,7,797.35,374.01,423.34,Good quality but shipping took too long.
2023-05-27,1943,North,Product B,8,727.04,367.53,359.51,"Fantastic product, highly recommend to others."
2023-05-27,1382,West,Product B,10,736.74,473.97,262.77,"Great value for money, will buy again."
2023-05-27,1386,West,Product C,2,418.22,202.89,215.33,Loved it! Exceeded my expectations.
2023-05-27,2123,South,Product B,4,300.17,200.05,100.12,"Excellent service, very satisfied with the product quality."
2023-05-28,1457,North,Product E,4,243.3,142.71,100.59,"Great value for money, will buy again."
2023-05-28,1108,West,Product D,11,2002.94,1019.98,982.96,"Terrible experience, product was damaged."
2023-05-29,2125,East,Product E,4,270.18,179.25,90.93,"Not worth the price, quite disappointed."
2023-05-29,1844,East,Product B,10,958.61,635.81,322.8,"Great value for money, will buy again."
2023-05-29,1617,Central,Product E,1,60.18,36.29,23.89,"Great value for money, will buy again."
2023-05-29,2358,West,Product D,1,171.37,92.66,78.71,The delivery was late and support was not helpful.
2023-05-29,2361,South,Product A,8,933.26,645.04,288.22,"Customer support resolved my issue quickly, thank you."
2023-05-29,1607,North,Product D,6,938.14,587.15,350.99,"Customer support resolved my issue quickly, thank you."
2023-05-30,1153,South,Product E,1,61.09,33.5,27.59,Loved it! Exceeded my expectations.
2023-05-31,1757,South,Product A,1,115.27,61.23,54.04,"Customer support resolved my issue quickly, thank you."
2023-05-31,1077,West,Product A,13,1561.93,1051.44,510.49,"Fantastic product, highly recommend to others."
2023-05-31,1951,East,Product D,9,1237.96,858.69,379.27,"Excellent service, very satisfied with the product quality."
2023-06-01,2012,South,Product E,13,884.57,549.14,335.43,"Fantastic product, highly recommend to others."
2023-06-01,2359,West,Product E,14,722.36,470.98,251.38,Good quality but shipping took too long.
2023-06-01,1610,Central,Product E,10,621.01,285.56,335.45,"Excellent service, very satisfied with the product quality."
2023-06-02,2481,East,Product B,4,348.56,212.73,135.83,The delivery was late and support was not helpful.
2023-06-03,1609,South,Product C,6,1365.07,773.51,591.56,"Average experience, nothing special."
2023-06-03,1125,North,Product B,9,698.1,409.31,288.79,"Average experience, nothing special."
2023-06-03,1237,South,Product D,7,953.16,495.96,457.2,"Excellent service, very satisfied with the product quality."
2023-06-03,1418,West,Product B,8,698.77,333.74,365.03,Good quality but shipping took too long.
2023-06-03,2150,North,Product A,6,752.24,396.59,355.65,"Excellent service, very satisfied with the product quality."
2023-06-04,1360,West,Product A,5,548.8,361.96,186.84,Loved it! Exceeded my expectations.
2023-06-04,2345,West,Product B,1,88.16,51.2,36.96,"Great value for money, will buy again."
2023-06-05,1921,Central,Product D,10,1465.59,915.01,550.58,"Fantastic product, highly recommend to others."
2023-06-05,2332,East,Product D,9,1433.64,761.47,672.17,"Excellent service, very satisfied with the product quality."
2023-06-05,1043,South,Product B,13,1156.63,650.78,505.85,"Average experience, nothing special."
2023-06-05,2448,Central,Product A,10,1121.75,627.07,494.68,"Terrible experience, product was damaged."
2023-06-06,2033,South,Product A,12,1338.77,864.17,474.6,"Average experience, nothing special."
2023-06-06,1076,Central,Product B,11,856.45,527.17,329.28,"Great value for money, will buy again."
2023-06-06,1471,North,Product A,4,414.39,262.29,152.1,"Not worth the price, quite disappointed."
2023-06-07,1887,North,Product B,9,704.33,378.31,326.02,The delivery was late and support was not helpful.
2023-06-08,1760,North,Product B,11,836.13,455.27,380.86,Good quality but shipping took too long.
2023-06-08,2482,North,Product C,1,223.32,119.57,103.75,Good quality but shipping took too long.
2023-06-08,2120,North,Product D,7,997.22,540.57,456.65,The delivery was late and support was not helpful.
2023-06-08,2116,South,Product A,7,962.46,563.94,398.52,"Customer support resolved my issue quickly, thank you."
2023-06-09,1366,North,Product B,8,614.4,331.11,283.29,Good quality but shipping took too long.
2023-06-09,2025,South,Product E,4,220.85,151.58,69.27,"Fantastic product, highly recommend to others."
2023-06-09,1610,South,Product A,3,358.59,201.65,156.94,"Great value for money, will buy again."
2023-06-09,1250,Central,Product E,5,307.2,139.59,167.61,"Not worth the price, quite disappointed."
2023-06-09,1460,West,Product C,6,1048.36,683.56,364.8,"Excellent service, very satisfied with the product quality."
2023-06-09,1107,South,Product D,1,154.73,105.25,49.48,"Fantastic product, highly recommend to others."
2023-06-10,2184,Central,Product E,10,524.48,253.39,271.09,The delivery was late and support was not helpful.
